simple_name,country,type,average_volume,high_52_weeks,dividend_yield,low_52_weeks,market_cap,pb_ratio,shares_outstanding,sector,industry,num_employees,year_founded
TCF Bank,US,1,1216192.2,47.46,3.69588,35.65,5574081055,1.04634,152966000,Finance,Major Banks,3100,1923
Hasbro,US,1,2165557.2,126.87,3.43045,75.37,10570373047,3.62268,136833000,Consumer Durables,Recreational Products,5600,1923
Northwestern,US,1,429090.6,80.52,3.22884,67.355,3550692627,1.825,50479000,Utilities,Electric Utilities,1533,1923
Amalgamated Bank,US,1,89593,20,1.88014,14.58,508663086,1.09404,31771600,Finance,Regional Banks,421,1923
Disney,US,1,20819523.9,153.41,1.46691,107.32,2.12E+11,2.3807,1805440000,Consumer Services,Media Conglomerates,223000,1923
Ecolab,US,1,1950557.7,211.235,0.98316,168.01,55896276500,6.34978,288409762,Process Industries,Chemicals Specialty,50200,1923
West Pharmaceutical Services,US,1,524426.6,176.66,0.40897,101.15,11116898438,7.36942,73837000,Health Technology,Medical Specialties,8200,1923
Textron,US,1,2067426.4,58,0.19153,38.41,9236025000,1.72557,227956000,Electronic Technology,Aerospace And Defense,35000,1923
Hooker Furniture,US,1,87581.4,31.9,3.4632,17.09,222672775,0.812523,11838000,Consumer Durables,Home Furnishings,1263,1924
MDU Resources,US,1,2191264.1,32.22,2.84636,24.37,5556814453,2.0276,200390000,Utilities,Gas Distributors,13359,1924
Calavo Growers,US,1,455892.6,100.5811,1.99203,54.3301,1274757690,3.41893,17595000,Consumer Non-Durables,Food: Specialty/Candy,3657,1924
Ashland,US,1,743051,81.82,1.50582,69.6,4310070313,1.21409,60247000,Process Industries,Chemicals: Specialty,4700,1924
Power Corporation of Canada,CA,1,61788.3,26.75,5.47536,19.93,15269624501,0.989672,683155900,Finance,Financial Conglomerates,30000,1925
Caterpillar,US,1,5337762.7,150.55,3.22884,111.75,68342312500,4.81153,550083000,Producer Manufacturing,Trucks/Construction/Farm Machinery,102300,1925
Schlumberger,US,1,18401873.4,48.88,7.19683,25.45,37605308594,1.61935,1388160000,Industrial Services,Oilfield Services/Equipment,105000,1926
Rayonier Advanced Materials,US,1,970174.6,15.66,6.49652,1.975,154866943,0.168267,63211000,Process Industries,Chemicals: Specialty,4000,1926
Panhandle Oil And GasPanhandle Oil & Gas,US,1,122120.6,16.73,2.38806,5.67,108687599,1.36696,16344000,Energy Minerals,Oil & Gas Production,22,1926
Graco,US,1,987555.7,56.985,1.35397,43.52,8281617188,8.43835,167916000,Producer Manufacturing,Industrial Machinery,3700,1926
Grainger,US,1,420999.7,346.6,1.99391,255.09,14891686523,8.36078,53656000,Distribution Services,Wholesale Distributors,25300,1927
La-Z-Boy,US,1,459166.3,37.48,1.92044,27.79,1320048706,1.88199,46075000,Consumer Durables,Home Furnishings,9700,1927
Quanex,US,1,270085.2,20.42,1.8412,14.535,555794373,1.73816,33083000,Producer Manufacturing,Building Products,3632,1927
Arthur J. Gallagher,US,1,1300899.3,109.46,1.73896,76.65,18954590400,3.77659,188100000,Finance,Insurance Brokers Or Services,33300,1927
Littelfuse,US,1,128729.8,206,1.17669,149.8,3900343506,2.6595,24426000,Producer Manufacturing,Electrical Products,11300,1927
Zimmer Biomet,US,1,1736067.8,161.11,0.68941,111.17,27629239400,2.2259,206000000,Health Technology,Medical Specialties,19900,1927
Espey Manufacturing & Electronics,US,1,1708.7,27,4.57666,20,51381401,1.67993,2401000,Electronic Technology,Electronic Components,160,1928
Genuine Parts,US,1,1606572.1,115.2,3.54897,84.41,12683125977,3.52259,145382000,Distribution Services,Wholesale Distributors,55000,1928
Delta Air Lines,US,1,15969442.5,63.4369,3.41391,44.33,29527537109,1.97377,640094000,Transportation,Airlines,91000,1928
Rockwell Automation,US,1,1300239.8,209.605,2.14072,143.91,21370885000,30.8835,116183650,Producer Manufacturing,Electrical Products,23000,1928
BorgWarner,US,1,5026776.7,46.6,2.10331,28.98,6522556152,1.41801,206410000,Producer Manufacturing,Auto Parts: OEM,29000,1928
Motorola Solutions,US,1,1324154.2,187.49,1.47559,135.97,28261527344,-42.6226,170579000,Electronic Technology,Aerospace & Defense,17000,1928
Macy's,US,1,18595619,26.33,11.6243,12.32,4088069824,0.629436,309000000,Retail Trade,Department Stores,130000,1929
US Bank,US,1,11465966.4,61.11,3.48837,44.91,70187250000,1.61078,1534155236,Finance,Major Banks,69651,1929
Masco,US,1,4523862.4,50.06,1.24567,34.79,11476014648,-50.628,277735000,Producer Manufacturing,Building Products,22000,1929
Advance Auto Parts,US,1,1484097.5,182.56,0.75194,127.85,9026577600,2.5424,69232000,Retail Trade,Specialty Stores,67000,1929
Curtiss Wright,US,1,346050.4,149.9,0.53836,108.96,5120118652,3.0036,42689000,Electronic Technology,Aerospace & Defense,9100,1929
CenturyLink,US,1,14800517.3,15.3,7.94281,9.64,13159063477,1.01884,1090230000,Communications,Specialty Telecommunications,42500,1930
Interpublic Group,US,1,5446941.9,25.2,4.68105,19.56,8283920898,3.03784,387824000,Commercial Services,Advertising/Marketing Services,54300,1930
Texas Instruments,US,1,6978970.4,135.7,3.02597,101.57,1.07E+11,11.9091,933976000,Electronic Technology,Semiconductors,29768,1930
CKX Lands,US,1,2462.2,11.807,1.17073,7.87,18431133,1.149,1942000,Miscellaneous,Investment Trusts/Mutual Funds,1,1930
Ametek,US,1,2322422.3,102.31,0.79982,77.91,19704664063,4.03129,229124000,Producer Manufacturing,Electrical Products,18100,1930
Financial Institutions,US,1,39460,33.28,3.7196,25.19,425803600,0.976,16003000,Finance,Regional Banks,725,1931
Southwest Gas,US,1,484420.8,92.94,3.32993,64.01,3533209717,1.54313,54626000,Utilities,Gas Distributors,2295,1931
Allstate,US,1,2512507.4,125.92,1.9171,92.24,33355199219,1.51334,316914000,Finance,Property/Casualty Insurance,46290,1931
Baxter,US,1,2914773,95,1.00941,72.42,42616109375,5.69392,510556000,Health Technology,Medical Specialties,50000,1931
Materion,US,1,208366.5,71.97,0.92069,44,925162720,1.59676,20405000,Non-Energy Minerals,Other Metals/Minerals,2600,1931
Ethan Allen,US,1,331406.4,23.11,6.30158,12.81,342268555,0.957014,25929400,Consumer Durables,Home Furnishings,4700,1932
Ardagh Group,LU,1,109586.5,21.54,3.09392,12.685,4263952400,-19.7404,236360000,Process Industries,Containers Or Packaging,16340,1932
Noble Energy,US,1,10052604,28.4,3.03797,14.29,7574797363,0.90742,478509000,Energy Minerals,Oil & Gas Production,2282,1932
Stepan,US,1,115224.3,105.87,1.21574,82.88,1977668213,2.28422,22517000,Process Industries,Chemicals: Specialty,2284,1932
Amphenol,US,1,2158371.2,110.24,1.05341,83.78,27329900391,6.1135,298101000,Electronic Technology,Electronic Components,74000,1932
Trinity Industries,US,1,2088778.4,24.64,3.61905,16.03,2435977539,1.23821,119704000,Producer Manufacturing,Trucks/Construction/Farm Machinery,11875,1933
Bristol-Myers Squibb,US,1,17098161.1,68.34,2.9831,42.48,1.33E+11,2.60548,2257510000,Health Technology,Pharmaceuticals: Major,30000,1933
Terex,US,1,1194137,34.71,2.13523,20.835,1556106934,1.69751,70700000,Producer Manufacturing,Trucks/Construction/Farm Machinery,9500,1933
MidWestOne Bank,US,1,45748.2,39.03,2.98507,25.67,464334259,0.936106,16162000,Finance,Regional Banks,597,1934
United Technologies,US,1,7705928.9,158.4354,2.19288,121.48,1.13E+11,2.77411,865309000,Producer Manufacturing,Industrial Conglomerates,243200,1934
Invesco,US,1,7636140,22.18,8.38972,13.8,6486145300,0.6575,453300000,Finance,Investment Managers,8821,1935
Great Western Bank,US,1,617766.7,37.76,4.30725,25.6,1510094116,0.817855,56200000,Finance,Regional Banks,1666,1935
Morgan Stanley,US,1,29481391,57.57,3.01205,38.76,68038560000,0.9691,1593973680,Finance,Investment Banks Or Brokers,60431,1935
Marcus,US,1,405698.6,43.24,2.62042,24.84,806013931,1.25914,30165192.1,Consumer Services,Movies/Entertainment,10500,1935
Tyson Foods,US,1,3819504.6,94.24,2.38163,61.54,24285672363,1.75157,358037319.5,Consumer Non-Durables,Food: Meat/Fish/Dairy,141000,1935
Avery Dennison,US,1,793875.6,141.09,1.93317,99,9536787109,8.1677,83298000,Process Industries,Containers/Packaging,30000,1935
Core Laboratories,NL,1,1074850.2,75.63,3.61795,25.7,1192930664,6.9099,44446000,Industrial Services,Oilfield Services/Equipment,4300,1936
UniFirst,US,1,89373.4,217.9,0.53118,134.16,3330130000,2.13737,18212515,Consumer Services,Other Consumer Services,14000,1936
Red Lion Hotels,US,1,178847.9,8.69,9.16988,2.3,64627785,0.42843,25147000,Consumer Services,Hotels/Resorts/Cruise lines,285,1937
Village Super Market,US,1,60287.3,32.2,4.72367,20.07,264649250,0.845515,12878308.9,Retail Trade,Food Retail,6731,1937
T. Rowe Price,US,1,1984228.3,139.815,2.86898,95.07,27855199219,4.15576,236041000,Finance,Investment Managers,7365,1937
PerkinElmer,US,1,860620.7,103,0.32262,78.35,9621118164,3.42802,111304000,Health Technology,Medical Specialties,13000,1937
Knoll,US,1,714248.3,28.3,3.85925,17.08,878542542,2.05106,49804000,Producer Manufacturing,Office Equipment/Supplies,3734,1938
Kennametal,US,1,1000194,42.03,2.80308,26.45,2304564453,1.81125,82898000,Producer Manufacturing,Industrial Machinery,10400,1938
Hawkins,US,1,24601,47.94,2.46554,32.79,380701752,1.71315,10649000,Distribution Services,Wholesale Distributors,657,1938
Owens Corning,US,1,2251805.4,68.72,1.64327,44.46,6116624512,1.3331,108278000,Consumer Durables,Home Furnishings,19000,1938
Tractor Supply,US,1,1750075.7,114.25,1.53039,86.62,10380629883,6.89782,117282000,Retail Trade,Specialty Stores,33500,1938
Columbia Sportswear,US,1,663539.9,109.44,1.26876,77.66,5479864258,2.99439,67403000,Consumer Non-Durables,Apparel/Footwear,8900,1938
HP Enterprise,US,1,12947313.6,17.59,3.72382,11.43,16281010300,0.975533,1293000000,Electronic Technology,Computer Processing Hardware,61600,1939
HP,US,1,22757108.6,23.93,3.22415,15.93,30211769531,-25.3593,1453190000,Electronic Technology,Computer Processing Hardware,56000,1939
Reliance Steel,US,1,855412.9,122.17,2.36362,82.62,6838495117,1.35811,66854000,Non-Energy Minerals,Steel,15300,1939
Northrop Grumman,US,1,1467281,385.005,1.57148,263.29,55125750000,6.39476,167637000,Electronic Technology,Aerospace & Defense,90000,1939
Choice Hotels,US,1,706214.1,109.26,0.9539,76.2,5087125488,-217.2811,55731000,Consumer Services,Hotels/Resorts/Cruise lines,1807,1939
Dollar General,US,1,2505671.8,167.04,0.80201,108.74,38266382813,6.31079,254600000,Retail Trade,Discount Stores,135000,1939
Ferrari,IT,1,755552.8,180.95,0.72204,126.82,38658587365,17.964,176642824,Consumer Durables,Motor Vehicles,4285,1939
Tenneco,US,1,1963887.2,35.105,3.65097,7.02,742106705,0.399181,80927669,Producer Manufacturing,Auto Parts: OEM,78000,1940
Air Products & Chemicals,US,1,1536044.8,257.01,2.06437,178,48463093750,4.40459,220678000,Process Industries,Chemicals: Specialty,17700,1940
Aptargroup,US,1,529992.7,126.195,1.39023,99.21,6473937988,4.1708,64054000,Process Industries,Containers/Packaging,14000,1940
Tapestry,US,1,5849609.2,36.06,5.69861,18.5356,6472879883,1.96799,276029000,Retail Trade,Apparel/Footwear Retail,21000,1941
MSC Industrial Direct,US,1,582940.2,86.16,4.6897,60.6,3424354919,2.34512,55392348,Distribution Services,Wholesale Distributors,6700,1941
Crawford & Co.,US,1,37535.2,11.9,3.65059,7.1,381395416,3.04794,65295020,Finance,Insurance Brokers/Services,9000,1941
Oil-Dri,US,1,12983,38.8,3.20821,27.51,214906372,1.59483,7062319.25,Process Industries,Chemicals: Agricultural,801,1941
Crawford & Co.,US,1,15942.8,10.79,2.85714,6.74,442047100,2.6903,65315000,Finance,Insurance Brokers Or Services,9000,1941
MGP Ingredients,US,1,282781.1,88.99,1.60481,26.88,490415527,2.20443,17052000,Process Industries,Agricultural Commodities/Milling,341,1941
Stryker,US,1,2187651.8,226.3,1.16621,174.84,71390250000,5.76707,374575000,Health Technology,Medical Specialties,40000,1941
HNI,US,1,253823.3,42.9,3.64179,29.9,1397080688,2.44319,42555000,Producer Manufacturing,Office Equipment/Supplies,8500,1944
Anthem,US,1,2416727,312.475,1.40082,227.16,64871519531,2.16245,252330000,Health Services,Managed Health Care,70600,1944
ATRION,US,1,7843.9,948.0275,0.94311,603,1143255005,5.24946,1855000,Health Technology,Medical Specialties,570,1944
BGC Partners,US,1,2609274.9,6.405,11.5702,4.46,1648703339,2.49292,353799000,Finance,Investment Banks/Brokers,4688,1945
Southern,US,1,7791829.9,71.1,3.87924,49.62,63633203125,2.55441,1054230000,Utilities,Electric Utilities,27943,1945
Horace Mann,US,1,201942.7,48.15,2.79805,34.38,1605395264,1.08141,41238000,Finance,Multi-Line Insurance,1495,1945
Lifetime Brands,US,1,15723.2,10.745,2.76423,5.79,135194519,0.496836,21257000,Consumer Durables,Home Furnishings,1500,1945
Synalloy,US,1,70527.9,19.65,2.12585,8.74,103439301,1.05052,9034000,Non-Energy Minerals,Steel,607,1945
Walmart,US,1,10620805.8,125.38,1.864,95,3.06E+11,4.5916,2837180000,Retail Trade,Food Retail,2200000,1945
Constellation Brands,US,1,1659216.1,214.48,1.69281,163.52,32932144424,2.86519,189317177,Consumer Non-Durables,Beverages: Alcoholic,9800,1945
Constellation Brands,US,1,766.1,214.51,1.5925,166.5,32932144424,2.76139,189317177,Consumer Non-Durables,Beverages: Alcoholic,9800,1945
Kaman,US,1,242110.5,68.24,1.41693,50.75,1542619873,1.90937,27815000,Electronic Technology,Aerospace & Defense,2935,1945
CF Industries,US,1,4193257.5,55.15,3.13972,35.18,8244761900,2.84999,216023826,Process Industries,Chemicals Agricultural,3000,1946
Kaiser Aluminum,US,1,205703.8,117.06,2.73553,85.04,1498995728,2.1183,15854000,Non-Energy Minerals,Aluminum,2820,1946
Severn Savings Bank,US,1,8244,9.9399,1.99005,7.44,102736206,1.00021,12810000,Finance,Savings Banks,164,1946
Lowe's,US,1,7577067.4,126.73,1.98127,91.6,81683234375,42.9633,766475000,Retail Trade,Home Improvement Chains,300000,1946
Phibro Animal Health,US,1,210717.6,36.9786,1.89573,20,1021464325,4.7112,40454034,Health Technology,Pharmaceuticals: Major,1600,1946
Valmont,US,1,181245.9,154.86,1.51873,110.97,2503959961,2.29727,21545000,Producer Manufacturing,Metal Fabrication,9862,1946
Methode Electronics,US,1,234973.7,41.7,1.46082,24.33,1137210083,1.52497,37091000,Electronic Technology,Electronic Components,6187,1946
Hexcel,US,1,958933.2,87,1.01326,62.02,5386522461,3.87967,83344000,Electronic Technology,Aerospace & Defense,6977,1946
Lithia Motors,US,1,215608.1,165.265,0.99709,85.01,2779407135,1.90238,23325000,Retail Trade,Specialty Stores,14320,1946
Estee Lauder,US,1,3098512,220.42,0.99312,152.99,66011529297,15.1906,359539914,Consumer Non-Durables,Household/Personal Care,48000,1946
Chase,US,1,20806,127.5,0.89087,76.6,836756958,3.09453,9424000,Process Industries,Industrial Specialties,726,1946
Marten Transport,US,1,207431.7,23.39,0.5985,16.42,1076555000,1.83538,54703466,Transportation,Trucking,4179,1946
Richardson Electronics,US,1,25192.2,7.59,5.24017,4.47,58810100,0.4833,12925300,Electronic Technology,Electronic Production Equipment,380,1947
Franklin Resources,US,1,9743083.6,35.82,4.62527,21.36,10812500977,1.15249,496898000,Finance,Investment Managers,9600,1947
Hollyfrontier,US,1,3544575.3,58.88,4.11281,31.22,5451748047,0.921559,161869000,Energy Minerals,Oil Refining/Marketing,4074,1947
Adams Resources & Energy,US,1,6068.7,42.17,3.14857,29.16,128480728,0.853396,4234000,Distribution Services,Wholesale Distributors,703,1947
Powell Industries,US,1,81570.1,50.805,3.09064,26.21,387687714,1.29361,11597000,Producer Manufacturing,Electrical Products,2312,1947
RPM International,US,1,675659.6,77.47,2.18116,53.4,8319362305,6.11642,129767000,Process Industries,Industrial Specialties,14957,1947
AmerisourceBergen,US,1,2430757.6,97.5,1.92749,70.55,17360812500,6.07036,205892000,Distribution Services,Medical Distributors,22000,1947
Dover,US,1,1254933.2,120.26,1.82495,87.07,14828258789,5.11039,144328000,Industrial Services,Oilfield Services/Equipment,24000,1947
Chesapeake Utilities,US,1,66553.1,101.29,1.77359,81.3,1402798462,2.6946,16407000,Utilities,Gas Distributors,955,1947
Deutsche Bank,DE,1,11679739.2,11.16,1.4319,6.44,17887277131,0.289567,2065770000,Finance,Major Banks,91737,1947
CAE,CA,1,573243.2,31.56,1.19304,20.66,7117903475,4.3056,266074000,Commercial Services,Miscellaneous Commercial Services,10000,1947
Cohu,US,1,276219,26.43,1.15385,11.37,844714966,1.74541,41266000,Electronic Technology,Electronic Equipment/Instruments,3500,1947
Sanderson Farms,US,1,653226.2,179.45,1.02828,114.05,2747727295,2.0207,22238000,Consumer Non-Durables,Food: Meat/Fish/Dairy,17055,1947
Jacobs Engineering,US,1,1465347.7,103.995,0.78439,70.89,12285836914,2.14617,133050000,Industrial Services,Engineering & Construction,48000,1947
Buckle,US,1,574124.7,28.5231,5.19706,14.81,1113961670,2.6809,49225000,Retail Trade,Apparel/Footwear Retail,7400,1948
Dicks Sporting Goods,US,1,2293454.2,49.8,3.01535,31.27,3199964661,1.79247,87886923,Retail Trade,Specialty Stores,40700,1948
First Bancorp (Puerto Rico) ,PR,1,2381630.3,11.94,2.40964,7.68,1725830444,0.833495,217359000,Finance,Regional Banks,2674,1948
Rollins,US,1,1291056.6,43.91,1.22731,31.36,12259427734,15.6982,327442000,Consumer Services,Other Consumer Services,14952,1948
United States Lime & Minerals,US,1,5234.2,104,0.75605,70.72,452108795,2.19209,5612770,Non-Energy Minerals,Construction Materials,282,1948
Signet Jewelers,BM,1,2153797.4,31.44,6.55157,10.4,1161056500,1.104,52300000,Retail Trade,Specialty Stores,22989,1949
Enbridge,CA,1,6245129.6,43.15,6.3258,32.23,75360153958,1.7207,2024810000,Industrial Services,Oil & Gas Pipelines,11300,1949
Glen Burnie Bancorp,US,1,1288.4,11.8,3.80228,10.22,31096998,0.842378,2827000,Finance,Regional Banks,98,1949
Bel Fuse,US,1,61371.6,27.77,2.53853,9.03,137969255,0.773767,11967565.3,Electronic Technology,Electronic Components,8098,1949
Bel Fuse,US,1,2672.4,23.11,2.51836,8.9,137969255,0.668541,11967565.3,Electronic Technology,Electronic Components,8098,1949
Apogee,US,1,227367.4,46.7,2.38247,29.39,800276489,1.62315,26508000,Producer Manufacturing,Building Products,7000,1949
Automatic Data Processing,US,1,2893382.5,182.32,2.23313,148.15,66809617188,12.4958,431754000,Technology Services,Data Processing Services,58000,1949
Medtronic,IE,1,8117529.8,122.1477,2.10485,82.77,1.35E+11,2.6558,1340790000,Health Technology,Medical Specialties,90000,1949
Ruger Firearms,US,1,203067.7,57.86,1.41038,39.31,838394104,3.059,17452000,Consumer Durables,Recreational Products,1580,1949
Cubic,US,1,377319.7,75.2,0.48596,52.9,1703754150,1.8184,31296000,Electronic Technology,Aerospace & Defense,6200,1949
Murphy Oil,US,1,2837212.3,31.13,5.24659,16.95,2882831787,0.527918,152935000,Energy Minerals,Oil & Gas Production,822,1950
Dunkin' Brands,US,1,1076018.1,84.735,2.27884,65.88,5492955078,-9.747,82576000,Consumer Services,Restaurants,1114,1950
Hallador Energy,US,1,148424.8,5.9972,13.913,0.9701,34181400,0.1354,30249000,Energy Minerals,Coal,848,1951
TC Energy,CA,1,2751452.1,57.92,4.59088,44.16,48938382092,2.41938,939000000,Industrial Services,Oil & Gas Pipelines,7305,1951
Jack In The Box,US,1,910580.6,93.12,2.2337,67.19,1558370728,-1.8974,22631000,Consumer Services,Restaurants,5200,1951
Kulicke & Soffa,SG,1,372249.9,28.66,2.02617,18.8,1457101929,1.9473,63824000,Electronic Technology,Semiconductors,2614,1951
Teck Resources,CA,1,8472742.6,25.745,1.43265,9.6,5518659043,0.358663,547300000,Non-Energy Minerals,Other Metals/Minerals,10100,1951
